,blueWins
2997,1
2998,1
2999,1
3000,0
3001,0
3002,1
3003,1
3004,0
3005,0
3006,1
3007,1
3008,0
3009,1
3010,1
3011,0
3012,0
3013,0
3014,0
3015,1
3016,1
3017,1
3018,1
3019,0
3020,1
3021,0
3022,0
3023,0
3024,1
3025,0
3026,0
3027,1
3028,0
3029,0
3030,1
3031,1
3032,1
3033,0
3034,0
3035,1
3036,0
3037,0
3038,1
3039,0
3040,1
3041,0
3042,0
3043,1
3044,1
3045,1
3046,0
3047,1
3048,1
3049,1
3050,0
3051,1
3052,1
3053,1
3054,0
3055,0
3056,0
3057,0
3058,1
3059,0
3060,1
3061,0
3062,0
3063,1
3064,1
3065,1
3066,1
3067,0
3068,0
3069,1
3070,1
3071,0
3072,1
3073,1
3074,0
3075,1
3076,0
3077,1
3078,1
3079,0
3080,1
3081,0
3082,0
3083,0
3084,0
3085,1
3086,0
3087,0
3088,0
3089,1
3090,1
3091,0
3092,0
3093,0
3094,0
3095,1
3096,1
3097,1
3098,0
3099,1
3100,1
3101,0
3102,1
3103,1
3104,1
3105,0
3106,0
3107,1
3108,1
3109,0
3110,0
3111,0
3112,1
3113,1
3114,1
3115,0
3116,0
3117,0
3118,1
3119,0
3120,0
3121,0
3122,1
3123,1
3124,0
3125,0
3126,0
3127,0
3128,0
3129,1
3130,1
3131,0
3132,1
3133,0
3134,0
3135,0
3136,0
3137,1
3138,1
3139,0
3140,0
3141,0
3142,1
3143,1
3144,1
3145,0
3146,1
3147,1
3148,0
3149,1
3150,0
3151,1
3152,1
3153,0
3154,0
3155,0
3156,0
3157,0
3158,1
3159,1
3160,1
3161,1
3162,1
3163,0
3164,0
3165,1
3166,0
3167,1
3168,0
3169,1
3170,1
3171,0
3172,0
3173,1
3174,0
3175,1
3176,1
3177,0
3178,0
3179,0
3180,1
3181,0
3182,1
3183,0
3184,0
3185,1
3186,1
3187,0
3188,1
3189,1
3190,0
3191,0
3192,1
3193,1
3194,0
3195,0
3196,1
3197,0
3198,0
3199,0
3200,1
3201,0
3202,1
3203,1
3204,0
3205,0
3206,1
3207,0
3208,1
3209,0
3210,1
3211,0
3212,1
3213,1
3214,0
3215,0
3216,1
3217,1
3218,1
3219,0
3220,0
3221,1
3222,0
3223,0
3224,0
3225,1
3226,0
3227,0
3228,1
3229,0
3230,1
3231,0
3232,0
3233,0
3234,0
3235,1
3236,0
3237,1
3238,1
3239,1
3240,1
3241,1
3242,1
3243,0
3244,1
3245,0
3246,0
3247,1
3248,0
3249,0
3250,0
3251,0
3252,0
3253,0
3254,1
3255,0
3256,1
3257,0
3258,0
3259,0
3260,1
3261,0
3262,1
3263,0
3264,1
3265,0
3266,1
3267,1
3268,0
3269,0
3270,1
3271,0
3272,0
3273,1
3274,1
3275,1
3276,0
3277,0
3278,1
3279,0
3280,0
3281,0
3282,1
3283,0
3284,1
3285,0
3286,1
3287,0
3288,1
3289,1
3290,1
3291,1
3292,0
3293,1
3294,0
3295,0
3296,1
3297,1
3298,0
3299,0
3300,0
3301,1
3302,1
3303,0
3304,1
3305,1
3306,0
3307,0
3308,1
3309,0
3310,1
3311,0
3312,0
3313,1
3314,0
3315,0
3316,0
3317,1
3318,1
3319,1
3320,0
3321,1
3322,0
3323,0
3324,0
3325,0
3326,0
3327,0
3328,0
3329,0
3330,0
3331,1
3332,0
3333,1
3334,0
3335,1
3336,1
3337,1
3338,1
3339,0
3340,1
3341,0
3342,0
3343,1
3344,0
3345,0
3346,1
3347,1
3348,0
3349,0
3350,0
3351,0
3352,0
3353,1
3354,0
3355,1
3356,1
3357,0
3358,1
3359,1
3360,0
3361,0
3362,0
3363,1
3364,1
3365,1
3366,1
3367,1
3368,1
3369,1
3370,0
3371,1
3372,0
3373,0
3374,1
3375,0
3376,1
3377,0
3378,1
3379,1
3380,0
3381,1
3382,1
3383,0
3384,1
3385,1
3386,1
3387,0
3388,1
3389,0
3390,1
3391,1
3392,0
3393,0
3394,1
3395,0
3396,0
3397,0
3398,1
3399,0
3400,1
3401,0
3402,1
3403,0
3404,1
3405,1
3406,0
3407,1
3408,0
3409,0
3410,1
3411,0
3412,1
3413,0
3414,1
3415,1
3416,0
3417,0
3418,1
3419,1
3420,1
3421,1
3422,1
3423,1
3424,0
3425,1
3426,1
3427,1
3428,0
3429,1
3430,1
3431,1
3432,0
3433,0
3434,1
3435,0
3436,1
3437,1
3438,0
3439,0
3440,0
3441,1
3442,0
3443,1
3444,1
3445,1
3446,1
3447,1
3448,0
3449,1
3450,1
3451,0
3452,1
3453,1
3454,1
3455,0
3456,0
3457,1
3458,1
3459,1
3460,1
3461,0
3462,1
3463,1
3464,0
3465,0
3466,1
3467,0
3468,0
3469,0
3470,1
3471,1
3472,0
3473,1
3474,0
3475,0
3476,1
3477,1
3478,1
3479,0
3480,0
3481,0
3482,0
3483,1
3484,0
3485,1
3486,1
3487,0
3488,0
3489,0
3490,1
3491,1
3492,0
3493,0
3494,1
3495,0
3496,1
3497,1
3498,0
3499,0
3500,0
3501,1
3502,1
3503,0
3504,0
3505,0
3506,0
3507,0
3508,1
3509,0
3510,1
3511,0
3512,0
3513,1
3514,1
3515,0
3516,0
3517,1
3518,0
3519,0
3520,1
3521,0
3522,0
3523,0
3524,0
3525,1
3526,0
3527,1
3528,0
3529,1
3530,1
3531,0
3532,0
3533,0
3534,1
3535,0
3536,1
3537,1
3538,1
3539,0
3540,1
3541,0
3542,0
3543,1
3544,0
3545,0
3546,0
3547,0
3548,1
3549,1
3550,0
3551,1
3552,1
3553,0
3554,1
3555,0
3556,1
3557,1
3558,0
3559,0
3560,0
3561,0
3562,1
3563,0
3564,1
3565,0
3566,0
3567,1
3568,1
3569,1
3570,1
3571,0
3572,0
3573,1
3574,0
3575,0
3576,1
3577,0
3578,1
3579,0
3580,1
3581,1
3582,0
3583,1
3584,0
3585,0
3586,0
3587,1
3588,1
3589,0
3590,0
3591,1
3592,0
3593,1
3594,0
3595,0
3596,1
3597,0
3598,1
3599,0
3600,1
3601,0
3602,0
3603,1
3604,0
3605,1
3606,1
3607,1
3608,1
3609,0
3610,1
3611,1
3612,1
3613,0
3614,1
3615,0
3616,0
3617,1
3618,0
3619,0
3620,1
3621,0
3622,1
3623,1
3624,0
3625,1
3626,1
3627,1
3628,0
3629,0
3630,1
3631,1
3632,0
3633,1
3634,1
3635,0
3636,0
3637,0
3638,0
3639,1
3640,1
3641,1
3642,0
3643,1
3644,0
3645,1
3646,0
3647,0
3648,0
3649,1
3650,0
3651,1
3652,1
3653,0
3654,0
3655,1
3656,1
3657,1
3658,1
3659,0
3660,0
3661,1
3662,0
3663,0
3664,1
3665,0
3666,1
3667,0
3668,1
3669,1
3670,1
3671,0
3672,1
3673,1
3674,1
3675,0
3676,0
3677,0
3678,1
3679,0
3680,0
3681,1
3682,0
3683,1
3684,0
3685,1
3686,1
3687,0
3688,0
3689,1
3690,0
3691,0
3692,1
3693,0
3694,0
3695,1
3696,1
3697,0
3698,0
3699,1
3700,0
3701,1
3702,0
3703,1
3704,1
3705,0
3706,1
3707,1
3708,0
3709,0
3710,0
3711,0
3712,1
3713,0
3714,0
3715,1
3716,1
3717,0
3718,0
3719,1
3720,1
3721,1
3722,1
3723,1
3724,1
3725,0
3726,0
3727,1
3728,1
3729,0
3730,0
3731,0
3732,1
3733,0
3734,1
3735,0
3736,1
3737,1
3738,0
3739,0
3740,0
3741,1
3742,0
3743,1
3744,0
3745,0
3746,0
3747,0
3748,1
3749,1
3750,0
3751,0
3752,1
3753,1
3754,0
3755,0
3756,0
3757,1
3758,1
3759,0
3760,1
3761,1
3762,1
3763,0
3764,1
3765,1
3766,1
3767,1
3768,1
3769,1
3770,1
3771,1
3772,0
3773,0
3774,1
3775,0
3776,1
3777,1
3778,1
3779,1
3780,0
3781,0
3782,1
3783,1
3784,1
3785,1
3786,0
3787,0
3788,0
3789,1
3790,1
3791,1
3792,1
3793,0
3794,0
3795,1
3796,0
3797,0
3798,1
3799,0
3800,1
3801,0
3802,0
3803,0
3804,1
3805,0
3806,1
3807,1
3808,1
3809,1
3810,1
3811,1
3812,0
3813,0
3814,1
3815,1
3816,0
3817,1
3818,1
3819,0
3820,1
3821,0
3822,1
3823,0
3824,0
3825,0
3826,0
3827,1
3828,0
3829,1
3830,1
3831,0
3832,1
3833,1
3834,1
3835,1
3836,1
3837,0
3838,1
3839,1
3840,0
3841,0
3842,1
3843,1
3844,0
3845,1
3846,1
3847,1
3848,1
3849,0
3850,1
3851,1
3852,0
3853,0
3854,1
3855,1
3856,0
3857,0
3858,1
3859,1
3860,0
3861,0
3862,1
3863,0
3864,0
3865,0
3866,1
3867,0
3868,0
3869,1
3870,0
3871,0
3872,1
3873,0
3874,0
3875,0
3876,0
3877,0
3878,0
3879,0
3880,1
3881,0
3882,1
3883,0
3884,1
3885,0
3886,0
3887,0
3888,0
3889,0
3890,0
3891,1
3892,0
3893,0
3894,0
3895,0
3896,1
3897,1
3898,1
3899,0
3900,0
3901,0
3902,0
3903,1
3904,0
3905,0
3906,0
3907,1
3908,1
3909,0
3910,0
3911,1
3912,1
3913,1
3914,1
3915,1
3916,1
3917,0
3918,1
3919,0
3920,0
3921,0
3922,1
3923,0
3924,0
3925,1
3926,0
3927,1
3928,1
3929,1
3930,1
3931,0
3932,0
3933,0
3934,1
3935,1
3936,0
3937,0
3938,0
3939,1
3940,0
3941,0
3942,0
3943,0
3944,0
3945,1
3946,0
3947,1
3948,0
3949,0
3950,0
3951,0
3952,0
3953,0
3954,0
3955,1
3956,1
3957,1
3958,0
3959,0
3960,1
3961,0
3962,1
3963,1
3964,1
3965,1
3966,1
3967,0
3968,0
3969,1
3970,0
3971,1
3972,0
3973,0
3974,0
3975,1
3976,1
3977,1
3978,0
3979,1
3980,0
3981,1
3982,1
3983,0
3984,1
3985,1
3986,0
3987,0
3988,1
3989,1
3990,1
3991,0
3992,1
3993,0
3994,0
3995,0
3996,0
3997,0
3998,0
3999,0
4000,0
4001,0
4002,0
4003,0
4004,0
4005,1
4006,1
4007,1
4008,1
4009,1
4010,0
4011,0
4012,1
4013,1
4014,0
4015,0
4016,1
4017,1
4018,1
4019,1
4020,0
4021,1
4022,1
4023,0
4024,1
4025,1
4026,0
4027,1
4028,0
4029,0
4030,0
4031,0
4032,1
4033,1
4034,1
4035,1
4036,1
4037,0
4038,0
4039,0
4040,0
4041,1
4042,0
4043,1
4044,1
4045,1
4046,0
4047,1
4048,0
4049,0
4050,1
4051,1
4052,1
4053,0
4054,0
4055,0
4056,0
4057,1
4058,0
4059,0
4060,0
4061,0
4062,1
4063,1
4064,1
4065,1
4066,0
4067,1
4068,0
4069,1
4070,0
4071,1
4072,0
4073,0
4074,1
4075,1
4076,1
4077,1
4078,0
4079,1
4080,0
4081,1
4082,1
4083,0
4084,0
4085,0
4086,1
4087,1
4088,1
4089,0
4090,1
4091,0
4092,1
4093,1
4094,0
4095,0
4096,1
4097,1
4098,1
4099,0
4100,1
4101,1
4102,1
4103,0
4104,0
4105,1
4106,1
4107,1
4108,0
4109,0
4110,1
4111,1
4112,0
4113,0
4114,1
4115,1
4116,0
4117,1
4118,0
4119,0
4120,0
4121,0
4122,0
4123,0
4124,1
4125,1
4126,1
4127,0
4128,0
4129,1
4130,1
4131,0
4132,0
4133,1
4134,0
4135,1
4136,1
4137,1
4138,1
4139,1
4140,0
4141,0
4142,0
4143,0
4144,0
4145,0
4146,0
4147,1
4148,0
4149,1
4150,0
4151,0
4152,1
4153,0
4154,1
4155,1
4156,1
4157,1
4158,1
4159,0
4160,0
4161,1
4162,0
4163,0
4164,1
4165,0
4166,0
4167,0
4168,0
4169,1
4170,1
4171,1
4172,1
4173,1
4174,0
4175,1
4176,0
4177,1
4178,1
4179,0
4180,1
4181,1
4182,0
4183,0
4184,0
4185,0
4186,0
4187,1
4188,1
4189,0
4190,1
4191,1
4192,1
4193,0
4194,1
4195,0
4196,0
4197,0
4198,1
4199,1
4200,1
4201,0
4202,0
4203,0
4204,1
4205,0
4206,0
4207,1
4208,0
4209,0
4210,1
4211,0
4212,1
4213,0
4214,0
4215,1
4216,0
4217,0
4218,1
4219,0
4220,0
4221,1
4222,1
4223,1
4224,0
4225,0
4226,0
4227,1
4228,1
4229,1
4230,0
4231,0
4232,1
4233,0
4234,1
4235,1
4236,1
4237,0
4238,0
4239,0
4240,0
4241,0
4242,1
4243,1
4244,0
4245,1
4246,0
4247,1
4248,0
4249,1
4250,0
4251,0
4252,1
4253,0
4254,1
4255,0
4256,0
4257,1
4258,0
4259,0
4260,1
4261,1
4262,0
4263,1
4264,1
4265,1
4266,1
4267,1
4268,1
4269,1
4270,1
4271,0
4272,1
4273,1
4274,1
4275,0
4276,1
4277,0
4278,1
4279,1
4280,1
4281,0
4282,1
4283,0
4284,0
4285,0
4286,1
4287,1
4288,1
4289,1
4290,1
4291,0
4292,1
4293,1
4294,1
4295,1
4296,0
4297,0
4298,1
4299,0
4300,1
4301,0
4302,0
4303,0
4304,0
4305,0
4306,1
4307,0
4308,1
4309,1
4310,0
4311,0
4312,1
4313,0
4314,1
4315,1
4316,0
4317,0
4318,0
4319,1
4320,1
4321,1
4322,0
4323,1
4324,0
4325,1
4326,0
4327,1
4328,0
4329,0
4330,0
4331,0
4332,1
4333,1
4334,1
4335,0
4336,0
4337,0
4338,1
4339,1
4340,0
4341,1
4342,0
4343,0
4344,1
4345,1
4346,1
4347,0
4348,0
4349,0
4350,0
4351,1
4352,0
4353,1
4354,1
4355,1
4356,1
4357,1
4358,1
4359,0
4360,1
4361,1
4362,1
4363,1
4364,0
4365,0
4366,0
4367,0
4368,1
4369,0
4370,0
4371,1
4372,0
4373,0
4374,0
4375,0
4376,1
4377,1
4378,1
4379,1
4380,0
4381,0
4382,0
4383,0
4384,1
4385,0
4386,0
4387,1
4388,0
4389,0
4390,1
4391,1
4392,0
4393,0
4394,0
4395,1
4396,0
4397,0
4398,1
4399,0
4400,0
4401,1
4402,1
4403,1
4404,0
4405,1
4406,1
4407,1
4408,0
4409,1
4410,0
4411,0
4412,1
4413,1
4414,0
4415,1
4416,0
4417,1
4418,1
4419,0
4420,0
4421,1
4422,0
4423,0
4424,0
4425,1
4426,0
4427,1
4428,1
4429,1
4430,0
4431,1
4432,0
4433,0
4434,0
4435,0
4436,0
4437,1
4438,0
4439,1
4440,0
4441,0
4442,0
4443,0
4444,1
4445,0
4446,1
4447,1
4448,1
4449,0
4450,0
4451,0
4452,0
4453,1
4454,0
4455,1
4456,1
4457,0
4458,0
4459,1
4460,1
4461,0
4462,1
4463,1
4464,0
4465,1
4466,0
4467,1
4468,0
4469,1
4470,0
4471,1
4472,1
4473,1
4474,1
4475,0
4476,1
4477,0
4478,0
4479,0
4480,1
4481,1
4482,0
4483,1
4484,1
4485,0
4486,1
4487,0
4488,1
4489,1
4490,1
4491,1
4492,1
4493,1
4494,0
4495,0
4496,0
4497,1
4498,0
4499,1
4500,1
4501,1
4502,1
4503,1
4504,1
4505,1
4506,1
4507,1
4508,0
4509,1
4510,0
4511,1
4512,0
4513,1
4514,1
4515,1
4516,0
4517,0
4518,0
4519,1
4520,0
4521,0
4522,1
4523,0
4524,1
4525,1
4526,0
4527,0
4528,0
4529,1
4530,0
4531,0
4532,0
4533,0
4534,1
4535,0
4536,0
4537,0
4538,0
4539,0
4540,0
4541,0
4542,0
4543,0
4544,1
4545,0
4546,1
4547,0
4548,0
4549,0
4550,0
4551,0
4552,1
4553,1
4554,1
4555,0
4556,1
4557,0
4558,1
4559,0
4560,1
4561,1
4562,0
4563,0
4564,0
4565,0
4566,1
4567,0
4568,1
4569,0
4570,0
4571,1
4572,1
4573,1
4574,1
4575,1
4576,0
4577,1
4578,1
4579,1
4580,1
4581,1
4582,1
4583,1
4584,1
4585,1
4586,0
4587,1
4588,1
4589,0
4590,1
4591,0
4592,1
4593,1
4594,0
4595,0
4596,1
4597,1
4598,0
4599,0
4600,0
4601,0
4602,0
4603,1
4604,1
4605,0
4606,0
4607,1
4608,0
4609,0
4610,0
4611,0
4612,0
4613,1
4614,0
4615,0
4616,1
4617,1
4618,0
4619,0
4620,0
4621,0
4622,0
4623,0
4624,0
4625,1
4626,1
4627,1
4628,1
4629,1
4630,1
4631,1
4632,0
4633,1
4634,1
4635,0
4636,1
4637,1
4638,1
4639,0
4640,1
4641,1
4642,0
4643,1
4644,0
4645,1
4646,1
4647,0
4648,1
4649,1
4650,1
4651,0
4652,1
4653,0
4654,1
4655,0
4656,1
4657,0
4658,1
4659,1
4660,0
4661,0
4662,0
4663,0
4664,0
4665,1
4666,0
4667,0
4668,0
4669,1
4670,1
4671,0
4672,0
4673,1
4674,1
4675,1
4676,1
4677,1
4678,1
4679,0
4680,1
4681,1
4682,1
4683,1
4684,1
4685,1
4686,0
4687,0
4688,0
4689,0
4690,1
4691,1
4692,1
4693,0
4694,1
4695,1
4696,1
4697,1
4698,1
4699,0
4700,1
4701,1
4702,1
4703,1
4704,1
4705,0
4706,1
4707,1
4708,1
4709,0
4710,0
4711,0
4712,0
4713,1
4714,0
4715,0
4716,0
4717,0
4718,0
4719,0
4720,0
4721,0
4722,1
4723,1
4724,0
4725,0
4726,1
4727,0
4728,1
4729,0
4730,0
4731,0
4732,1
4733,1
4734,0
4735,1
4736,0
4737,0
4738,0
4739,0
4740,1
4741,1
4742,0
4743,1
4744,0
4745,1
4746,1
4747,1
4748,0
4749,0
4750,0
4751,1
4752,0
4753,0
4754,0
4755,0
4756,1
4757,0
4758,0
4759,1
4760,0
4761,1
4762,1
4763,0
4764,1
4765,1
4766,1
4767,0
4768,1
4769,0
4770,0
4771,0
4772,0
4773,1
4774,0
4775,1
4776,1
4777,0
4778,1
4779,0
4780,1
4781,1
4782,0
4783,0
4784,1
4785,0
4786,0
4787,0
4788,1
4789,0
4790,0
4791,1
4792,0
4793,0
4794,1
4795,0
4796,1
4797,1
4798,1
4799,1
4800,0
4801,0
4802,1
4803,1
4804,0
4805,1
4806,1
4807,1
4808,1
4809,1
4810,1
4811,1
4812,1
4813,0
4814,0
4815,0
4816,1
4817,1
4818,1
4819,0
4820,0
4821,0
4822,1
4823,1
4824,1
4825,1
4826,0
4827,1
4828,1
4829,1
4830,0
4831,1
4832,0
4833,0
4834,0
4835,1
4836,0
4837,0
4838,1
4839,1
4840,1
4841,1
4842,0
4843,0
4844,1
4845,0
4846,0
4847,0
4848,1
4849,0
4850,1
4851,1
4852,1
4853,1
4854,0
4855,0
4856,0
4857,0
4858,0
4859,0
4860,0
4861,0
4862,1
4863,1
4864,1
4865,1
4866,1
4867,1
4868,1
4869,1
4870,0
4871,1
4872,1
4873,0
4874,0
4875,1
4876,0
4877,0
4878,0
4879,1
4880,1
4881,1
4882,0
4883,1
4884,0
4885,0
4886,1
4887,0
4888,0
4889,1
4890,1
4891,0
4892,1
4893,1
4894,0
4895,0
4896,1
4897,1
4898,1
4899,0
4900,0
4901,1
4902,0
4903,1
4904,1
4905,0
4906,1
4907,0
4908,0
4909,1
4910,1
4911,1
4912,1
4913,0
4914,0
4915,1
4916,0
4917,0
4918,1
4919,0
4920,1
4921,0
4922,0
4923,1
4924,1
4925,1
4926,0
4927,1
4928,1
4929,0
4930,0
4931,0
4932,1
4933,0
4934,1
4935,0
4936,1
4937,1
4938,1
4939,0
4940,1
4941,0
4942,1
4943,0
4944,0
4945,1
4946,1
4947,1
4948,0
4949,1
4950,1
4951,1
4952,0
4953,1
4954,1
4955,0
4956,0
4957,0
4958,0
4959,1
4960,0
4961,1
4962,0
4963,1
4964,1
4965,1
4966,0
4967,1
4968,1
4969,0
4970,1
4971,1
4972,0
4973,1
4974,1
4975,1
4976,0
4977,0
4978,0
4979,1
4980,0
4981,0
4982,0
4983,1
4984,0
4985,1
4986,0
4987,1
4988,0
4989,1
4990,0
4991,1
4992,1
4993,0
4994,1
4995,0
4996,1
4997,0
4998,0
4999,0
5000,0
5001,1
5002,1
5003,1
5004,0
5005,1
5006,1
5007,0
5008,1
5009,1
5010,1
5011,0
5012,1
5013,1
5014,1
5015,1
5016,1
5017,0
5018,1
5019,1
5020,0
5021,1
5022,0
5023,1
5024,1
5025,1
5026,1
5027,0
5028,1
5029,0
5030,1
5031,1
5032,1
5033,0
5034,1
5035,0
5036,1
5037,0
5038,0
5039,0
5040,0
5041,0
5042,0
5043,1
5044,1
5045,1
5046,1
5047,1
5048,0
5049,1
5050,0
5051,1
5052,0
5053,1
5054,1
5055,1
5056,0
5057,1
5058,0
5059,0
5060,1
5061,1
5062,1
5063,0
5064,1
5065,0
5066,0
5067,0
5068,1
5069,0
5070,0
5071,1
5072,1
5073,1
5074,1
5075,1
5076,0
5077,0
5078,0
5079,1
5080,1
5081,0
5082,1
5083,0
5084,1
5085,1
5086,0
5087,0
5088,1
5089,0
5090,0
5091,0
5092,0
5093,1
5094,1
5095,0
5096,0
5097,1
5098,1
5099,0
5100,0
5101,1
5102,0
5103,1
5104,0
5105,0
5106,0
5107,0
5108,1
5109,0
5110,0
5111,1
5112,0
5113,0
5114,1
5115,1
5116,1
5117,1
5118,1
5119,0
5120,1
5121,1
5122,0
5123,1
5124,1
5125,1
5126,1
5127,1
5128,0
5129,0
5130,0
5131,1
5132,0
5133,1
5134,1
5135,0
5136,1
5137,1
5138,0
5139,1
5140,0
5141,0
5142,0
5143,0
5144,1
5145,0
5146,1
5147,1
5148,1
5149,0
5150,1
5151,1
5152,0
5153,1
5154,1
5155,0
5156,0
5157,0
5158,0
5159,0
5160,1
5161,1
5162,1
5163,1
5164,1
5165,0
5166,0
5167,1
5168,1
5169,1
5170,0
5171,0
5172,1
5173,1
5174,1
5175,1
5176,0
5177,1
5178,1
5179,1
5180,1
5181,0
5182,1
5183,1
5184,1
5185,0
5186,1
5187,1
5188,0
5189,1
5190,1
5191,1
5192,1
5193,1
5194,0
5195,0
5196,1
5197,0
5198,1
5199,1
5200,0
5201,1
5202,0
5203,1
5204,0
5205,1
5206,1
5207,0
5208,1
5209,0
5210,1
5211,0
5212,0
5213,1
5214,1
5215,1
5216,0
5217,0
5218,0
5219,0
5220,1
5221,0
5222,0
5223,0
5224,0
5225,0
5226,0
5227,0
5228,1
5229,0
5230,0
5231,0
5232,1
5233,0
5234,0
5235,0
5236,1
5237,0
5238,0
5239,0
5240,1
5241,1
5242,1
5243,0
5244,0
5245,1
5246,1
5247,1
5248,0
5249,0
5250,0
5251,1
5252,0
5253,1
5254,1
5255,1
5256,1
5257,0
5258,0
5259,1
5260,0
5261,1
5262,1
5263,0
5264,0
5265,0
5266,0
5267,0
5268,0
5269,1
5270,1
5271,1
5272,0
5273,0
5274,0
5275,0
5276,1
5277,0
5278,1
5279,0
5280,0
5281,0
5282,0
5283,1
5284,0
5285,0
5286,0
5287,1
5288,0
5289,0
5290,0
5291,1
5292,0
5293,0
5294,1
5295,0
5296,0
5297,0
5298,0
5299,1
5300,1
5301,0
5302,1
5303,1
5304,1
5305,0
5306,0
5307,1
5308,0
5309,1
5310,0
5311,0
5312,0
5313,1
5314,1
5315,0
5316,0
5317,0
5318,0
5319,0
5320,0
5321,0
5322,1
5323,0
5324,1
5325,1
5326,1
5327,1
5328,1
5329,1
5330,0
5331,0
5332,0
5333,1
5334,1
5335,0
5336,1
5337,0
5338,0
5339,1
5340,1
5341,0
5342,1
5343,1
5344,1
5345,1
5346,0
5347,1
5348,0
5349,1
5350,1
5351,1
5352,1
5353,0
5354,1
5355,0
5356,1
5357,1
5358,1
5359,0
5360,1
5361,1
5362,1
5363,0
5364,1
5365,1
5366,1
5367,1
5368,1
5369,1
5370,0
5371,1
5372,0
5373,1
5374,1
5375,1
5376,1
5377,0
5378,1
5379,1
5380,1
5381,1
5382,1
5383,0
5384,0
5385,0
5386,0
5387,1
5388,0
5389,1
5390,1
5391,1
5392,1
5393,1
5394,0
5395,1
5396,0
5397,0
5398,0
5399,0
5400,0
5401,0
5402,1
5403,0
5404,0
5405,0
5406,0
5407,0
5408,1
5409,1
5410,1
5411,0
5412,1
5413,0
5414,1
5415,0
5416,0
5417,1
5418,1
5419,1
5420,1
5421,0
5422,1
5423,1
5424,0
5425,1
5426,0
5427,1
5428,1
5429,1
5430,1
5431,1
5432,0
5433,0
5434,1
5435,0
5436,0
5437,1
5438,0
5439,1
5440,0
5441,1
5442,1
5443,0
5444,0
5445,0
5446,1
5447,0
5448,0
5449,0
5450,0
5451,1
5452,1
5453,1
5454,1
5455,0
5456,0
5457,0
5458,0
5459,0
5460,0
5461,1
5462,0
5463,1
5464,0
5465,1
5466,1
5467,0
5468,0
5469,1
5470,1
5471,0
5472,1
5473,0
5474,0
5475,0
5476,1
5477,1
5478,0
5479,1
5480,0
5481,0
5482,1
5483,0
5484,1
5485,0
5486,0
5487,0
5488,1
5489,1
5490,0
5491,1
5492,1
5493,1
5494,0
5495,1
5496,0
5497,0
5498,0
5499,1
5500,0
5501,0
5502,1
5503,0
5504,0
5505,1
5506,1
5507,1
5508,1
5509,0
5510,1
5511,1
5512,1
5513,1
5514,1
5515,1
5516,0
5517,1
5518,1
5519,1
5520,0
5521,0
5522,1
5523,1
5524,1
5525,1
5526,1
5527,1
5528,1
5529,1
5530,0
5531,0
5532,0
5533,1
5534,1
5535,0
5536,0
5537,1
5538,1
5539,0
5540,1
5541,1
5542,1
5543,0
5544,0
5545,1
5546,0
5547,1
5548,0
5549,1
5550,1
5551,0
5552,0
5553,0
5554,1
5555,0
5556,0
5557,0
5558,1
5559,0
5560,0
5561,0
5562,0
5563,1
5564,1
5565,0
5566,0
5567,0
5568,0
5569,1
5570,0
5571,1
5572,0
5573,0
5574,1
5575,0
5576,1
5577,0
5578,1
5579,0
5580,0
5581,1
5582,0
5583,0
5584,1
5585,1
5586,1
5587,0
5588,0
5589,0
5590,0
5591,0
5592,0
5593,1
5594,1
5595,0
5596,0
5597,0
5598,1
5599,1
5600,0
5601,0
5602,1
5603,0
5604,1
5605,0
5606,1
5607,1
5608,1
5609,1
5610,0
5611,0
5612,1
5613,0
5614,1
5615,0
5616,1
5617,1
5618,1
5619,1
5620,0
5621,0
5622,0
5623,0
5624,1
5625,1
5626,1
5627,0
5628,1
5629,1
5630,1
5631,1
5632,0
5633,0
5634,1
5635,1
5636,1
5637,0
5638,0
5639,1
5640,0
5641,1
5642,1
5643,0
5644,1
5645,0
5646,1
5647,1
5648,0
5649,1
5650,1
5651,0
5652,0
5653,0
5654,1
5655,1
5656,0
5657,1
5658,0
5659,1
5660,0
5661,0
5662,1
5663,0
5664,1
5665,1
5666,1
5667,0
5668,0
5669,0
5670,0
5671,0
5672,1
5673,1
5674,1
5675,1
5676,0
5677,0
5678,0
5679,1
5680,1
5681,1
5682,0
5683,1
5684,1
5685,0
5686,0
5687,0
5688,1
5689,1
5690,1
5691,0
5692,1
5693,0
5694,1
5695,1
5696,0
5697,1
5698,1
5699,1
5700,1
5701,1
5702,0
5703,0
5704,0
5705,1
5706,1
5707,0
5708,0
5709,0
5710,1
5711,0
5712,1
5713,1
5714,0
5715,0
5716,0
5717,1
5718,0
5719,1
5720,1
5721,0
5722,0
5723,0
5724,1
5725,1
5726,1
5727,1
5728,0
5729,1
5730,0
5731,1
5732,0
5733,0
5734,0
5735,1
5736,0
5737,1
5738,0
5739,1
5740,0
5741,0
5742,0
5743,1
5744,1
5745,0
5746,1
5747,0
5748,1
5749,1
5750,1
5751,1
5752,0
5753,1
5754,0
5755,0
5756,0
5757,0
5758,0
5759,1
5760,0
5761,0
5762,0
5763,1
5764,1
5765,0
5766,0
5767,0
5768,0
5769,1
5770,1
5771,1
5772,1
5773,0
5774,0
5775,0
5776,0
5777,0
5778,1
5779,0
5780,0
5781,0
5782,1
5783,1
5784,1
5785,1
5786,1
5787,0
5788,0
5789,1
5790,1
5791,1
5792,0
5793,1
5794,0
